document,section,paragraph_sentence,sentence_text,positive_technical_claim,claim_id,evidence_dependency,state,permitted_scope,required_citation,proposed_correction,lint_status
thesis_v10,V. FlipGuard 구현,p602.s3,"Exact estimator artifact는 exact Q/P prime과 2개 cost model에서 object를 평가하지만, Lattigo Xe의 finite bound가 estimator distribution과 완전히 같지 않음을 manifest에 기록한다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p603.s2,Numerical reject는 실행은 성공했지만 reserve-policy violation이 있는 경우다.,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p603.s5,"Provenance mismatch, unsupported graph, Security-V2 inadmission은 repair할 수 없는 integrity class다.",NO,security_attestation;adaptive_repair,security_attestation;exact_estimator;direct_ablation;direct_confirmatory,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals | predeclared development ablation and observed repair causes",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p604.s1,Repair executor는 policy JSON에 있는 transition만 수행한다.,NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p604.s2,"Numerical repair는 scale-related bit를 4만큼 증가시키고, level repair는 Q prime 1개를 추가한다.",NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p604.s4,Maximum trial 4번 또는 maximum additional level에 도달하면 종료한다.,YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p605.s1,Locked audit runner의 input은 selection result와 audit artifact뿐이다.,NO,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p605.s2,"Candidate generator interface를 link하지 않도록 실행 path를 분리하고, selection literal digest와 audit materialization literal digest를 비교한다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p605.s4,Audit에서는 fresh key 3개를 생성하지만 literal parameter는 변경하지 않는다.,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p606.s2,"Audit 결과를 보고 후속 candidate가 생성된 흔적, repair event, policy digest 변경이 있으면 verifier가 실패한다.",YES,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p607.s1,"Paired latency runner는 direct-selected, Security-V2 bounded-catalog fastest-safe, fixed reference의 3개 arm을 frozen identity로 받는다.",YES,paired_latency;security_attestation,paired_latency_admission;bounded_oracle;security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"one host, frozen direct and Security-V2 bounded-catalog arms | attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p607.s3,"Outlier를 제거하지 않으며 setup/keygen, evaluation-only, total latency를 분리한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p608.s1,"총 50 workload-partition instance에서 3개 arm, 6회 measurement run, run마다 6개의 고정 selected input row가 결합되어 50 x 3 x 6 x 6 = 5,400 latency record가 생성되었다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p608.s2,Setup/evaluation/total은 각 record의 분리된 측정 열이며 별도 record로 세지 않는다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p608.s3,분석기는 raw record를 독립 표본으로 취급하지 않고 10 dataset-model cluster를 primary inference unit으로 사용한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p610.s2,"예를 들어 trial-reduction verifier는 formal denominator가 700/560인지, 1,100이 headline denominator로 사용되지 않는지 검사한다.",YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p610.s3,Structural verifier는 24 PASS와 1 REJECT가 모두 있어야 통과하며 negative row 삭제를 실패로 처리한다.,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p611.s2,RC2 archive SHA-256은 05ef70306a11ab577243b0c708489864f19ccd104e6036e28fc6bd1dab45c0be다.,NO,formal_trial_reduction;structural_extension,final_suite;bounded_oracle;structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances | five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p611.s3,"RC2는 RC1 이후 OpenML server-gzip transport를 byte-identical replay로 보존하는 release repair만 포함하고, encrypted result, claim, policy, Paper Artifacts V3를 변경하지 않는다.",NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p613.s3,"CNN-lite는 학습된 MNIST binary graph를 지원하지만 packed convolution, general LeNet, multiclass encrypted argmax를 구현하지 않는다.",YES,scoped_non_tabular_extension;multiclass_argmax_proposition,sobel;harris;cnn_lite;docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,PARTIALLY_SUPPORTED,"BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter | finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p613.s4,Sobel과 Harris도 전체 이미지 처리 throughput 또는 vision task accuracy가 아니라 선언된 patch/window score의 threshold decision을 평가한다.,NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p614.s2,"Paired direct/catalog 비교는 동일 scalar-replicated workload와 host 안에서 유효하지만, batch packing을 사용하는 서비스로 외삽할 수 없다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p614.s3,"구현의 목적은 decision-integrity layer와 evidence protocol을 검증하는 것이며, 모든 FHE compiler optimization을 포함하는 완성형 runtime을 만드는 것이 아니다.",NO,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,VI. 평가 방법,p618.s1,"평가는 policy 개발과 post-freeze confirmatory evidence를 분리하고, candidate trial·key run·sample evaluation·wall-clock을 다른 단위로 보고하며, negative result를 삭제하지 않는 원칙을 따른다.",YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,VI. 평가 방법,p618.s2,"Direct Policy V2, Security Policy V2, primary rho=0.5, margin floor 0.001, repair rule, maximum trial 4, split assignment는 confirmatory execution 전에 동결되었다.",NO,formal_trial_reduction;adaptive_repair,final_suite;bounded_oracle;direct_ablation;direct_confirmatory,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances | predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,VI. 평가 방법,p621.s1,"Primary evaluation은 banknote, digits_binary, iris_binary, mnist_pool16, wdbc의 5개 dataset과 linear_poly3, mlp_square_linear_score의 2개 model graph를 결합한 10 dataset-model workload로 구성한다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VI. 평가 방법,p621.s2,각 workload의 fixed held-out artifact를 5개 deterministic partition seed로 나누어 configuration-validation과 locked audit을 구성했다.,NO,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
thesis_v10,VI. 평가 방법,p623.s1,각 candidate trial은 fresh key 3개로 configuration-validation을 실행한다.,YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,VI. 평가 방법,p623.s2,Selection candidate가 정해지면 audit artifact에서 다시 3개 fresh key로 exact literal을 재생한다.,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,5 deterministic partitions = 50 instances,p634.s1,"MNIST MLP-100, LeNet-5-small",NO,mlp100_finite_validation_audit;lenet5_small_finite_validation_audit,docs/evidence/journal_multiclass_extension_results_v1/summary.json;datasets/journal_multiclass_extension_v1/mnist/input_split_manifest.json,SUPPORTED,"one frozen MNIST MLP-100 model, 1,000 predeclared encrypted test images, scalar-replicated execution | one frozen MNIST LeNet-5-small model, 1,000 predeclared encrypted test images, declared scalar-replicated adapter",EVIDENCE_REGISTRY,,PASS
thesis_v10,500 validation + 500 audit/model,p636.s1,argmax 일반성,NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,500 validation + 500 audit/model,p637.s1,EVA,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,500 validation + 500 audit/model,p638.s1,exact shared polynomial,NO,heir_decision_bearing_shared_polynomial,docs/evidence/focused_external_comparison_v8/claim_admission.json,SUPPORTED,V8 external-comparison declared workload and runtime scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,"500 validation + 500 audit, 3 contexts",p640.s1,외부 후보 decision stability,NO,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,"500 validation + 500 audit, 3 contexts",p642.s1,same polynomial on Lattigo/OpenFHE,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,"500 validation + 500 audit, 3 contexts",p645.s1,CoreLab,NO,corelab_eva_elasm_numerical_grid,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,"500 validation + 500 audit, 3 contexts",p646.s1,"official LinearRegression, EVA/ELASM 72 plans",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,200 unique inputs/plan,p650.s1,"poly3, Sobel, Harris, CNN-lite, independent seeds",NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,EVIDENCE_REGISTRY,,PASS
thesis_v10,200 unique inputs/plan,p658.s1,"역사적 catalog는 11 profile, 2 path, 50 instance로 1,100 candidate execution을 포함한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,200 unique inputs/plan,p658.s2,Security-V2는 profile 7개를 admit하고 4개를 exclude했다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,200 unique inputs/plan,p658.s3,"Formal bounded catalog는 7개 profile과 2 path이므로 전체 700개, seed 0 development는 140개, confirmatory seeds 1--4는 560개 candidate다.",NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,200 unique inputs/plan,p659.s1,Trial reduction은 다음으로 계산한다.,YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,200 unique inputs/plan,p661.s2,Security-V2 excluded 400개를 formal oracle이나 direct-trial denominator에 포함하지 않는다.,NO,formal_trial_reduction;security_attestation,final_suite;bounded_oracle;security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,200 unique inputs/plan,p662.s1,"Direct selection 지표는 candidate trial, repair count와 cause, fresh-key run, encrypted sample evaluation, SELECTED/NO_SAFE, candidate literal, security admission이다.",YES,formal_trial_reduction;no_safe_behavior;security_attestation;scoped_direct_synthesis;adaptive_repair,final_suite;bounded_oracle;no_safe;security_attestation;exact_estimator;direct_confirmatory;direct_development;direct_ablation,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | one-candidate budget control and declared two-candidate finite domain | attested direct, catalog, reference, and latency-arm literals | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters | predeclared development ablation and observed repair causes",EVIDENCE_REGISTRY,,PASS
thesis_v10,200 unique inputs/plan,p662.s2,"Decision-integrity 지표는 validation 및 audit의 flip, reserve-policy violation, V_cert, V_amb, coverage, maximum margin utilization이다.",NO,structural_extension;direct_repeat_flip_classification;finite_scope_decision_integrity,structural;structural_failure;margin_interpretation;direct_confirmatory;direct_development;no_safe,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3 | V9 external comparison scope | declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,200 unique inputs/plan,p663.s1,"Performance 지표는 setup/keygen, evaluation-only, total latency의 mean, median, p95, standard deviation, interquartile range와 within-workload coefficient of variation이다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,200 unique inputs/plan,p663.s2,Arm position effect도 따로 분석한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,200 unique inputs/plan,p663.s3,"Security 지표는 ciphertext LogQ headroom, evaluation-key LogQP headroom, final admission, estimator model별 결과다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,200 unique inputs/plan,p664.s2,graph_only_fixed_tolerance는 decision margin contract 없이 graph depth와 fixed precision으로 합성한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,200 unique inputs/plan,p664.s3,one_shot_direct는 initial candidate만 실행해 adaptive repair를 제거한다.,NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
